tweet_id,date,username,text,likes,retweets,replies,keyword,lang
2.04057E+18,Sat Apr 04 23:08:49 +0000 2026,shrimpingbae,"sumpah kalo sampe itu anggota TNI ga dikasih sanksi apa-apa negara ini beneran kepalang ancur, KONVOI aja lo bisa bunuh orang? mati aja gamau cacing tanah makan lu anjing ya allah itu keluarganya gimana........",0,0,0,mati aja lo,in
2.04101E+18,Mon Apr 06 04:20:32 +0000 2026,xeyobog202,"Gada tuh cerita pamer-pamer kekayaan di sini. Makan, maen padel/basket/mini soccer, sampe pijet ++, semua split bill.

Lo temenan bertahun-tahun rutin ngopi bareng kaga ada yang flexing jabatannya.

Temen gua anak Surabaya? Baru jadi manajer di BUMN gurem aja sombong 1/2 mati 🤣",0,0,0,mati aja lo,in
2.04116E+18,Mon Apr 06 14:24:28 +0000 2026,LusyBule88,@tham878 Emaklo goblok idiot..termul...mati aja lo,0,0,0,mati aja lo,in
2.04065E+18,Sun Apr 05 04:47:42 +0000 2026,DhiekaSetyawan,"@phamsaurus @AmirahWahdi Lah ada yg jawabin, gw jawabin lagi. Trus hrs gmn?

Mati? Elo aja duluan, kynyq lo yg ga guna.",0,0,0,mati aja lo,in
2.03954E+18,Thu Apr 02 03:04:33 +0000 2026,sleepycatzzz_,"Gimanapun baiknya lo kalau orang emang ga seneng sama kita tuh emang susah tetap aja dia ga bakal seneng
Jadi ya udah biarin aja nanti juga bakal mati sendiri",0,0,0,mati aja lo,in
2.0402E+18,Fri Apr 03 23:00:11 +0000 2026,mrdapidd,"@Alaynainside @dispandux @Feryart7 @Dropeighteeens @misogenie_ emang najis ni kaum"" lgbt, mati aja lo kaum lgbt",1,0,1,mati aja lo,in
2.03955E+18,Thu Apr 02 03:43:54 +0000 2026,gekkedromer,"@tanyarlfes Idc actually mau lo ngisep sejam satu slop jg bodo amat mau lo mati jg bodo amat yang ngga disukai itu kalo ngerokok ga ditempatnya, pas naik motor. Paling kesel kalo ada orang ngerokok di ruang publik yang bukan are khusus merokok ajggg lu telen aja asepnya ajg",0,0,0,mati aja lo,in
2.03991E+18,Fri Apr 03 03:53:08 +0000 2026,soobenth_,"Drama bat najis bumer begog. Kek mati bakal ninggalin warisan banyak aja lo njir. Anak noh diurusin, siapa sangka selama ini sering ngaku ke keluarganya lembur nyatanya lgi ngemong selingkuhan. Emg bajingan https://t.co/05IeXsTvjP",0,0,0,mati aja lo,in
2.0397E+18,Thu Apr 02 13:23:14 +0000 2026,hwayoung1ee,"Kalo stan kpop bikin lo jadi jahat, gue saranin ngestan wali aja, biar lo ingat mati ingat sakit ingatlah saat kau sulit ingat ingat hidup cuma satu kali🥰",0,0,0,mati aja lo,in
2.04107E+18,Mon Apr 06 08:16:53 +0000 2026,awarman06,@YuriOnlyAcc @NanamiChalichia Garbage ? Uda pernah tinggal di luar negeri ? Tau di cina main game dibatasi 3 jam seminggu ? Gak bayar pajak bisa du sita asset kalau di us? Lo kalo gak bangga.. beneran deh beban kayak elo mati aja ato keluar dari negeri ini. Gak bakal ada efeknya .. dah lapor spt ?,0,0,0,mati aja lo,in
2.04118E+18,Mon Apr 06 15:32:32 +0000 2026,kpankcb,"@feravrie kok sedih? kan ga tmnan jga gabuat lo mati kepalaran atau skripsi lo yg tbtb selesai, sok sokan sdih kek punya perasaan aja",0,0,0,mati aja lo,in
2.04028E+18,Sat Apr 04 04:03:42 +0000 2026,h0lydrugs,"ga seberapa muka lu noh ga seberapa, emangnya lu udh pernah menstruasi? kontol lu keluar darah setiap bulan? sotoy bnget anjing, baru demam ga seberapa aja dah mau mati alay lo sender monyetttt",0,0,0,mati aja lo,in
2.04012E+18,Fri Apr 03 17:51:09 +0000 2026,jocoolee,"@ciestalkingg RILLLLL SIAPE ELO SUMPEEEEHHH siape gw jg siapa kt semua untuk merasa punya hak lebih besar dr org lain 😭😭😭 masih sama2 manusia, masih sama2 berdosa udh lah gausah benci2 an org Tuhan lo aja mati buat mereka masa kita sok2an mau lebih tinggi???🙏🙏🙏",0,0,0,mati aja lo,in
2.04109E+18,Mon Apr 06 09:39:26 +0000 2026,pinksoulstuff,@av0ceans Emang gue perduli akun gue mau gimana meurut kelean para LGBT rendahan ini? Noh para lesbi aja bilang hijaban tapi lesbi gkpapa kok gue mau pinky tapi anti lesbi gaboleh? Lawakkk mati aja lo lesbi nih pink nih 😋💅🏻💅🏻💖💞💕🎀🎀🎀🎀🎀🩷💝,0,0,0,mati aja lo,
2.04098E+18,Mon Apr 06 02:41:28 +0000 2026,raynerdzs,"dang lo pikir dokter sama perawat gabutuh duit kah? gaada hal yang perlu dibeli, gaperlu makan biar mereka mati aja saking capeknya di rs, segala macem. iya?",0,0,0,mati aja lo,in
2.04025E+18,Sat Apr 04 02:03:43 +0000 2026,dippapuu,"Semoga dijauhkan dari cowo yang mikir kl vasek bisa celap celup, bisa sex tanpa hamilin cewe, blm nikah udah kepikiran kl istrinya mati duluan, nanti mau nikah lagi, mau cari istri baru.

Pede bgt bgst ada yg mau, kontol lo pd burik. Hidup jgn sebatas nafsu sama ngewe aja tot.",0,0,0,mati aja lo,in
2.03919E+18,Wed Apr 01 04:05:28 +0000 2026,ayikmuhammad95,@daulisious @JalanArsenal cuma sepakbola uda sekasar ini🤣 city lo itu kalo lo mati mereka ga peduli bahkan ga tau kalo lo hidup🤣 jgb terlalu fanatik ke sesuatu yg mereka tau lo hidup aja engga🤣🤣,0,0,0,mati aja lo,in
2.03917E+18,Wed Apr 01 02:26:29 +0000 2026,naraberpasrah,"Kuliah mah realistis aja. Ujungnya lo belajar buat survive, ntah jurusannya lo suka atau engga. Tetep aja somehow lo ngerasa mau mati ngejalaninnya.",0,0,0,mati aja lo,in
2.04042E+18,Sat Apr 04 13:19:17 +0000 2026,Piter_Kastangel,"Liat postingan ini aja tangan gw langsung gemeteran parah 😭😨

Soalnya Gw punya trauma akut sama jarum suntik 😅

Hidup sebagai orang takut jarum itu susah banget. Lo gak boleh sakit berat, apalagi masuk RS. Bayangin aja harus diinfus atau diambil darah… mending mati aja deh wkwkkw

Fun fact: Sepanjang hidup, gw belum pernah sekalipun dirawat di RS karena sakit.

Dan salah satu motivasi terkuat gw hidup sehat itu… takut ketemu jarum suntik",0,0,0,mati aja lo,in
2.04335E+18,Sun Apr 12 15:37:06 +0000 2026,beantify,"@MastinSaurus @sampahfhui dasar manusia otak cacat logika. mati aja lo, dasar para sampah masyarakat!",0,0,0,mati aja lo,in
2.04137E+18,Tue Apr 07 04:15:25 +0000 2026,icelalopyu,"Ya klo gamau minum obat udh pasti mati cepet, disuruh minum obat untuk stabil. Berdamai sma diri sendiri hidup harus berdampingan sama obat itu emg sulit. Tp sadar diri aja klo pola makan lo jorok terosss ya susah.",0,0,0,mati aja lo,in
2.04274E+18,Fri Apr 10 22:57:26 +0000 2026,hafizhalfi28,"""Kamu harus belajar hemat""
Mati aja lo semua",0,0,0,mati aja lo,in
2.04171E+18,Wed Apr 08 02:47:28 +0000 2026,caplosainz,"orang tuh kalo dibilang A plis ngerti aja gitu, paham udah, titik. it’s not your right juga, bukan yang lo abis kerja keras banget banget juga. udah sih, emang mati apa ya kalo ngga makan itu",0,0,0,mati aja lo,in
2.04209E+18,Thu Apr 09 04:12:05 +0000 2026,herebanky,"Yvonne: kata lo enak ini atau ini? (Nunjukkin dried seaweed dan jamur yang putih - lions mane?)
Saya: saya lagi meeting internal Kak
Yvonne: tunjuk aja
Saya: (tunjuk dua-duanya)
Yvonne: cari mati ni anak
Saya: memang beracun?!
Yvonne: gw beracun, toxic gw, poisonous
Saya: ???!?!?",0,0,0,mati aja lo,in
2.04149E+18,Tue Apr 07 12:25:32 +0000 2026,SeparuhMunafik,@hlebroulette @agcrisbp @bunakimesport @maavcumabecanda Mhn mf.. emang nya dia bilang kalo dia pingin dia mati?🙏🏻🙏🏻 Aku tny aja lo ya🙏🏻🙏🏻,0,0,0,mati aja lo,in
2.0426E+18,Fri Apr 10 13:59:10 +0000 2026,ryotamhn,@kenhans03 @han_dycam Mati aja lo semua para koruptor taii,0,0,0,mati aja lo,in
2.04165E+18,Tue Apr 07 22:35:54 +0000 2026,thrawcy,"@untrivix ""mati aja lo semua ngentot""",0,0,0,mati aja lo,in
2.04347E+18,Sun Apr 12 23:35:23 +0000 2026,irsapertiwi8,Berani nyentuh harta de britto punya mantan gue @blasiusaxel gue injek sampe mati @hlloash18 panggilin aja princess lo yg item itu,0,0,0,mati aja lo,in
2.0426E+18,Fri Apr 10 13:44:16 +0000 2026,hollyweed421,mati aja lo jokkk,0,0,0,mati aja lo,in
2.04245E+18,Fri Apr 10 03:33:00 +0000 2026,RezaFahHsb01,@WagimanDeep212_ Dah jdi presiden dewan ham pbb eh TNI nya mati diem aja lo gay,0,0,0,mati aja lo,in
2.04241E+18,Fri Apr 10 00:57:45 +0000 2026,Adorbdae,Boomer bebal oon tolol begok mati aja lo,0,0,0,mati aja lo,in
2.04292E+18,Sat Apr 11 11:07:24 +0000 2026,millecrepeschoc,@yappingfess Mati aja lo nder,0,0,0,mati aja lo,in
2.04325E+18,Sun Apr 12 09:02:26 +0000 2026,_arnve,@satyaXBT TUKANG PARKIR KONTOLL MATI AJA ANJING GA GUNA HIDUP LO KONTOL,0,0,0,mati aja lo,in
2.04312E+18,Sun Apr 12 00:26:03 +0000 2026,vivanteur,Wkwkwkwk mati aja lo semua anjing. Jijik.,0,0,0,mati aja lo,in
2.04256E+18,Fri Apr 10 11:14:42 +0000 2026,yessmdrum,"‼️GUYS BANTU REPOST SCAMMER‼️

YA ALLAH DUIT GUE 
‼️ASIH KUNIASIH‼️
MATI AJA DEH LO ANJING YAA

GUYS PLISS BANTU TERORIN NOMER WANYA
085746109788‼️ https://t.co/YsFcdjN8ff",25,46,9,mati aja lo,in
2.04315E+18,Sun Apr 12 02:31:04 +0000 2026,aesarasea,jelek banyak tingkah bangsat. secakep apa sih lo anjg? mati aja bangsat gak guna,0,0,0,mati aja lo,in
2.04202E+18,Wed Apr 08 23:20:43 +0000 2026,DylanRafe,"@Rifky931868 @Zeefire02 Kui plenger, HOMO PEDOFIL, MATI AJA LO PEDOFIL, ORG TOLOL GAK BERMORAL",0,0,0,mati aja lo,in
2.04295E+18,Sat Apr 11 12:54:37 +0000 2026,FireGecko6,"Siksaan yang paling sakit itu bukan siksaan pas sekarat sih, tapi siksaan pas lo kudu nanggung beban bersalah dan rasa sakit hati seumur hidup kau.

Jangan mati dulu, siksaannya baru aja dimulai",0,0,0,mati aja lo,in
2.04407E+18,Tue Apr 14 15:01:52 +0000 2026,melibadasss,Mati aja lo semua pelaku ks,0,0,0,mati aja lo,in
2.04516E+18,Fri Apr 17 15:36:09 +0000 2026,moonphzse,bilang salah gak bilang dituduh selingkuh. mantap 👍🏻 lo tembak aja kepala gue biar mati sekalian gimana ☺️👍🏻,0,0,0,mati aja lo,
2.04363E+18,Mon Apr 13 09:44:17 +0000 2026,jilinseom,"lo juga perempuan loh?? gue jadi lo mending gue gampar kepala adek gue, gue maki-maki di depan banyak orang biar sekalian semua tau adik gue udah ngerendahin martabat perempuan. ini lo malah belain mati-matian?? adik lo mikirin perasaan perempuan (apalagi lo) aja nggak mbak",0,0,0,mati aja lo,in
2.04393E+18,Tue Apr 14 05:37:55 +0000 2026,dem0woman,mati aja dah lo semua,0,0,0,mati aja lo,in
2.04478E+18,Thu Apr 16 13:55:21 +0000 2026,LIEXIST_,@xpeacessea Mati aja sono lo anj,0,0,0,mati aja lo,in
2.04355E+18,Mon Apr 13 04:29:29 +0000 2026,igemwoooya_,Mati aja sana lo ngntt,0,0,0,mati aja lo,in
2.04499E+18,Fri Apr 17 04:10:01 +0000 2026,crumbulunu,@TopengWaktu @aychoukiee @neohistoria_id trus lo kira diri lo yg membangun peradaban itu tiba tiba spawn gitu muncul aja di muka bumi tanpa adanya perempuan (emak lu) yg udah bekerja keras berkorban hidup dan mati demi membesarkan lo yg disebut sebagai pembangun peradaban itu?,0,0,0,mati aja lo,in
2.04358E+18,Mon Apr 13 06:22:05 +0000 2026,hotchoco15208,"AWAS AJA KALO LO UDAH TUA NANTI, GA SUDI GW NGERAWAT LO...BODOAMAT DIBILANG GA BALES BUDI, GW JUGA GA PENGEN LAHIR YA ANJING, GW HIDUP KARENA EMG BELUM WAKTUNYA MATI AJA.",0,0,0,mati aja lo,in
2.04383E+18,Mon Apr 13 23:26:14 +0000 2026,SNcitamahesuari,@kontlo_lusemua @blueamericanox BUZZER PELAKU LO MATI AJA SEKALIAN BERISIK SEMOGA LO JUGA KENAK,0,0,0,mati aja lo,in
2.04376E+18,Mon Apr 13 18:34:35 +0000 2026,spicynfreak,@yan_nomercy @bwcldorf ANJING MATI AJA LO SETAN,0,0,0,mati aja lo,in
2.04384E+18,Tue Apr 14 00:04:53 +0000 2026,greneesage,"masalah sepele aja bohong gt si najis, lo mati ya kalo ga bohong? najis najis",0,0,0,mati aja lo,in
2.04387E+18,Tue Apr 14 01:39:12 +0000 2026,nalshaww,GIMANA HUKUM D INDO MAU KUAT KL PARA CALON PENDIRI HUKUMNYA AJA KELAKUKANYA GINI? NORMALISASI HUKUM PASUNG RAJAM KEBIRI BUAT SELURUH PELAKU KS DAN SIAPAPUN YG PERNAH TALK SHIT TTG PEREMPUAN MATI AJA LO SEMUA BIJI LO PECAH KONTOL LU BUNTUNG NAJIS BADJINGAN ROT IN HELL‼️‼️‼️,1,1,0,mati aja lo,in
2.04388E+18,Tue Apr 14 02:17:36 +0000 2026,seagull_kookoo,"Alasan kenapa hidup lo stress

1. LEMBAGA EKSEKUTIFNYA GK PUNYA OTAK
2. LEMBAGA LEGISLATIFNYA DIEM AJA
3. LEMBAGA YUDIKATIFNYA OTAK DAN NURANINYA MATI",0,0,0,mati aja lo,in
2.04385E+18,Tue Apr 14 00:40:43 +0000 2026,ichigomood,"BAPAK ANJING BENCI BANGET SAMA SEMUA BAPAK DI DUNIA INI YANG PEMIKIRAN TOLOLNYA TOLOL BANGET KAYAK GINI, MATI AJA DEH LU PEROKOK ANJING, LO NGEBUNUH KELUARGA LO SENDIRI MENDING LO AJA YG MATI DASAR PEROKOK ANJING",0,0,0,mati aja lo,in
2.04476E+18,Thu Apr 16 13:07:38 +0000 2026,abeyimochi,"""Perempuan sialan. Mati aja sono ikut mama lo.""",0,0,0,mati aja lo,in
2.04376E+18,Mon Apr 13 18:36:10 +0000 2026,sotoayann,Jijik bgt denger perkataan maaf mereka semuanya template abis bener2 jijik bgt dan drtd gw nonstop cowo2 di sekitar gw 80% bisa jadi pernah ngomongin soal cewe atau bahkan gw di chat??? Babiiiiiiiii mati aja lo semua,0,0,0,mati aja lo,in
2.04385E+18,Tue Apr 14 00:33:40 +0000 2026,suofh,Mati aja lo semua yang mendukung pelaku ks.,0,0,0,mati aja lo,in
2.04377E+18,Mon Apr 13 18:58:04 +0000 2026,soybeantj,bloon bgt najiss mati aja dah lo babi,0,0,0,mati aja lo,in
2.04407E+18,Tue Apr 14 14:52:25 +0000 2026,rmynce,"@nelavirdiasr Engga lahh, khusus buat mantan ""mati aja lo!"" 😁",0,0,0,mati aja lo,in
2.04691E+18,Wed Apr 22 11:25:13 +0000 2026,cursskkied,w paling benci sama pelaku bullying anjing! berani nya kroyokan bangsat! mati aja lo anjing,2,0,2,mati aja lo,in
2.04769E+18,Fri Apr 24 15:00:34 +0000 2026,highmampus,@aksara16578 @Xbacottetangga Lo mati aja kata gua,0,0,0,mati aja lo,in
2.04573E+18,Sun Apr 19 04:44:53 +0000 2026,oryza009,Tuhan lo aja mati ga bisa bantu diri sendiri pun...💩🤣🤣 https://t.co/NFpsbkFmye,0,0,0,mati aja lo,in
2.04788E+18,Sat Apr 25 03:32:13 +0000 2026,girlieayya,"@ichicorn @yappingfess ya jelas lah, karna gue punya agama. apapun tentang kehidupan itu masih terhubung dengan agama. apalagi islam, dari lo masih di alam ruh sampe nanti lo mati aja udah ketulis semua. makannya Al-Quran itu dibaca bukan malah ngebelain lgbt terus, kelihatan bodohnya kan.",0,0,1,mati aja lo,in
2.04567E+18,Sun Apr 19 00:52:43 +0000 2026,boy_7776,ANTEK ASING NEGARANYA LAGI DILECEHIN NEGARAN LAIN DIEM AJA...TERMASUK YG KOAR2 NKRI HARGA MATI..LO MAKAN TU NKRI DIBERAKIN AMERIKA,0,0,0,mati aja lo,in
2.04793E+18,Sat Apr 25 06:26:38 +0000 2026,SissssR110,"Lagian lo gak tau diri, gak tau malu, dan serakah sih jd orang. Kayak bakal hidup selamanya aja didunia. Lo bukan vampire !
Lo akan tua &amp; mati, selain gak takut Tuhan, lo juga gak ada otak !

Puas-puasin dech lo sana HS sama siapa aja yg lo mau, mumpung cowoknya masih mau juga !",0,0,0,mati aja lo,in
2.04803E+18,Sat Apr 25 13:09:25 +0000 2026,daremo00,"@BanyuSadewa Menurutku org2 yg terlalu mikirin takaran gula di makanan yg jelas2 dijual bukan untuk sehat aneh aja sih. Gak perlulah terlalu over mikirin gulanya berapa, tapi seberapa sering lo makan/minum junk food. Moderation is a key. Makan gula 35g sehari jg ga bikin langsung mati 😅",0,0,5,mati aja lo,in
